seller,units_sold,avg_selling_price,avg_market_value,avg_profit
fremont volkswagen,1,18630.0,21800.0,-3170.0
jefferson parish efcu,3,6633.33,9800.0,-3166.67
lease plan usa/tra,133,4063.91,7230.45,-3166.54
a1 group inc,2,17100.0,20262.5,-3162.5
empower group inc,1,15200.0,18350.0,-3150.0
broadspire  a crawford company,1,1200.0,4350.0,-3150.0
eagle auto finance,1,11750.0,14900.0,-3150.0
crisas auto sales & repair inc,1,11400.0,14550.0,-3150.0
magnum motors llc,1,14100.0,17250.0,-3150.0
marliban investments llc,1,25750.0,28900.0,-3150.0
1813477 alberta ltd,3,7166.67,10300.0,-3133.33
rafael morales,2,7900.0,11025.0,-3125.0
riehlman shaffer & shaffer,1,1600.0,4725.0,-3125.0
ron tonkin honda,2,14500.0,17625.0,-3125.0
shorecars llc,2,2350.0,5475.0,-3125.0
enterprise vehicle exchange/sharonville,43,15254.65,18364.53,-3109.88
speed club inc,1,18500.0,21600.0,-3100.0
lexus of louisville,1,27100.0,30200.0,-3100.0
shaffer ford sales inc,1,35300.0,38400.0,-3100.0
san juan motorsports inc,1,18500.0,21600.0,-3100.0
western rockies fcu,1,8900.0,12000.0,-3100.0
heritage toyota,5,10130.0,13225.0,-3095.0
mercedes-benz usa,238,40454.62,43536.97,-3082.35
centerone/jm associates fcu,1,6100.0,9175.0,-3075.0
central national bank,2,13550.0,16625.0,-3075.0
crevier bmw,2,30875.0,33950.0,-3075.0
g s auto sales inc,4,7037.5,10106.25,-3068.75
motorwerks mini,3,5333.33,8400.0,-3066.67
low country credit,2,1900.0,4962.5,-3062.5
pls loan store/milwaukee,1,1000.0,4050.0,-3050.0
pikeland motors inc,1,12700.0,15750.0,-3050.0
ariana motors inc,1,600.0,3650.0,-3050.0
green river auto sales,1,15250.0,18300.0,-3050.0
infiniti of gwinnett,1,5500.0,8550.0,-3050.0
j.h. sales,1,8000.0,11050.0,-3050.0
autoplex usa,2,12850.0,15900.0,-3050.0
edmonton truck sales ltd,1,15000.0,18050.0,-3050.0
new york autosports inc.,2,20800.0,23850.0,-3050.0
panama city toyota,1,11600.0,14650.0,-3050.0
exotic design auto inc,1,7900.0,10950.0,-3050.0
american fleet leasing,33,15193.94,18234.85,-3040.91
manheim auctions/ars,11,17118.18,20145.45,-3027.27
all american chevrolet of odessa,1,3700.0,6725.0,-3025.0
clc enterprises ltd,1,3600.0,6625.0,-3025.0
emp motors corp,2,11750.0,14775.0,-3025.0
stephens chrysler jeep dodge ram of bennington,4,3137.5,6150.0,-3012.5
rite choice enterprise llc,2,650.0,3662.5,-3012.5
fields motorcars orlando,1,69000.0,72000.0,-3000.0
american heritage,1,19400.0,22400.0,-3000.0
azjor truck & equipment inc,1,55500.0,58500.0,-3000.0
molle chevrolet inc,1,52000.0,55000.0,-3000.0
select auto group llc,1,19500.0,22500.0,-3000.0
go right auto group,1,115000.0,118000.0,-3000.0
washtenaw fcu,2,4650.0,7650.0,-3000.0
auto network group inc,1,91000.0,94000.0,-3000.0
buy all cars.com llc,1,17300.0,20300.0,-3000.0
bryans cars.com,1,107000.0,110000.0,-3000.0
manheim greater chicago aa/honm,1,7200.0,10200.0,-3000.0
dehesa auto sales llc,1,39000.0,42000.0,-3000.0
onesource/alan jay import center inc,1,17500.0,20500.0,-3000.0
onemain rem/tovi motors,1,5900.0,8900.0,-3000.0
weimer chrysler dodge jeep ram,1,91000.0,94000.0,-3000.0
all american chrysler jeep dodge of midland,2,13750.0,16750.0,-3000.0
fillmore auto sales inc,1,13600.0,16600.0,-3000.0
auto credit of south dakota,1,600.0,3600.0,-3000.0
prime corporate leasing,1,10500.0,13500.0,-3000.0
tidewater finance co,1,9900.0,12900.0,-3000.0
primeritus remarketing/jc auto world,8,10431.25,13425.0,-2993.75
fidelity auto credit,6,11958.33,14950.0,-2991.67
laird noller ford inc,2,15312.5,18300.0,-2987.5
phoenix automall inc,1,1900.0,4875.0,-2975.0
financeco of kansas,1,2000.0,4975.0,-2975.0
texas drive l.l.c.,1,2000.0,4975.0,-2975.0
westside credit,2,2900.0,5875.0,-2975.0
tra aims buyer,2,10850.0,13812.5,-2962.5
park place motor cars,1,13200.0,16150.0,-2950.0
troop 161 family account inc,1,400.0,3350.0,-2950.0
green ride auto inc,1,15900.0,18850.0,-2950.0
sterling import motors lp,1,28750.0,31700.0,-2950.0
max speed motors,2,15925.0,18875.0,-2950.0
repo remarketing/pima fcu,1,17750.0,20700.0,-2950.0
primeritus remarketing,1,9800.0,12750.0,-2950.0
carz on credit llc,1,750.0,3675.0,-2925.0
clement's auto sales llc,1,4500.0,7425.0,-2925.0
bill black chevrolet cadillac inc,4,11650.0,14575.0,-2925.0
land rover encino,2,40375.0,43300.0,-2925.0
high performance capital,5,3960.0,6865.0,-2905.0
world class motors inc,1,21900.0,24800.0,-2900.0
shoulders motor co. inc.,1,8600.0,11500.0,-2900.0
fast life llc,1,27500.0,30400.0,-2900.0
tom wood volkswagen,1,15700.0,18600.0,-2900.0
uluxx auto sales llc,1,7000.0,9900.0,-2900.0
rentschler chevrolet,1,25200.0,28100.0,-2900.0
willy herold automotive,1,39000.0,41900.0,-2900.0
jarrett scott ford inc,1,13400.0,16300.0,-2900.0
td auto finance consignments,1,13800.0,16700.0,-2900.0
jordan automotive inc,1,21400.0,24300.0,-2900.0
progressive gm inc,1,16000.0,18900.0,-2900.0
jcn inc auto sales,2,13600.0,16500.0,-2900.0
jim click chry ply jeep eagle,1,21600.0,24500.0,-2900.0
bohn brothers toyota,2,29000.0,31900.0,-2900.0
a & c motors auto sales inc,5,2540.0,5425.0,-2885.0
garden savings federal credit union,5,6920.0,9805.0,-2885.0
tennyson chevrolet,3,4466.67,7350.0,-2883.33
parking co of america inc,5,4520.0,7400.0,-2880.0
porsche of the main line,2,37500.0,40375.0,-2875.0
my community fcu,1,1500.0,4375.0,-2875.0
affordable imports llc,1,600.0,3475.0,-2875.0
value imports plus llc,1,4000.0,6875.0,-2875.0
bengazi automotive llc,1,4100.0,6975.0,-2875.0
auction insurance agency,2,6300.0,9175.0,-2875.0
clay cooley motor co,10,2220.0,5095.0,-2875.0
walser leasing & fleet services,5,9360.0,12210.0,-2850.0
justice fcu,1,10700.0,13550.0,-2850.0
bmw of las vegas,3,20500.0,23350.0,-2850.0
symes saab of pasadena,2,33000.0,35850.0,-2850.0
dealers toa baja,2,23300.0,26150.0,-2850.0
k & b auto sales,1,4805.0,7650.0,-2845.0
auto town credit inc,3,25133.33,27975.0,-2841.67
hyattsville auto sales,3,2366.67,5200.0,-2833.33
remarketing by ge/buckeye community fcu,2,10000.0,12825.0,-2825.0
ward motor co,1,3300.0,6125.0,-2825.0
auto central,3,3766.67,6591.67,-2825.0
sg auto sales inc,1,3900.0,6725.0,-2825.0
onemain rem/executive car leasing,2,7650.0,10475.0,-2825.0
selkcomm motors,3,15500.0,18316.67,-2816.67
auto sales & services inc,5,12910.0,15725.0,-2815.0
bbc motorsports,4,2025.0,4837.5,-2812.5
engels auto inc,1,5400.0,8200.0,-2800.0
bond auto sales inc,1,800.0,3600.0,-2800.0
hertrich honda kia of easton,1,12000.0,14800.0,-2800.0
rivertown ford,1,15700.0,18500.0,-2800.0
mcewan motors inc.,1,4000.0,6800.0,-2800.0
car go auto,1,24100.0,26900.0,-2800.0
novato chevrolet,1,51000.0,53800.0,-2800.0
peoria nissan,1,21800.0,24600.0,-2800.0
don bohn buick gmc,1,23500.0,26300.0,-2800.0
greater chautauqua fcu,1,5200.0,8000.0,-2800.0
ideal lease,11,14531.82,17322.73,-2790.91
onemain rem/navi exchange llc,3,11066.67,13850.0,-2783.33
ttcu the credit union,3,14133.33,16916.67,-2783.33
mercedes benz of scottsdale,2,28475.0,31250.0,-2775.0
dominion credit union,2,14050.0,16825.0,-2775.0
metrolina auto group llc,1,2200.0,4975.0,-2775.0
flexilease,2,28475.0,31250.0,-2775.0
jack key motor company of deming llc,1,2100.0,4875.0,-2775.0
c.a.s. sales & rentals,1,2300.0,5075.0,-2775.0
credit union auto brokers inc,4,1575.0,4337.5,-2762.5
brian harris bmw,2,14500.0,17250.0,-2750.0
bab's motors inc,1,1500.0,4250.0,-2750.0
titlemax/el paso tx2,1,1550.0,4300.0,-2750.0
1360250 alberta ltd.,1,3000.0,5750.0,-2750.0
titlebucks/columbus ga2,1,4200.0,6950.0,-2750.0
primeritus remarketing/arcadis us inc,2,1300.0,4037.5,-2737.5
kia motors america/isg,10,14950.0,17682.5,-2732.5
deacon jones auto park,6,7029.17,9758.33,-2729.17
best auto limited,2,1550.0,4275.0,-2725.0
worldwide investments,1,1100.0,3825.0,-2725.0
advantage rent a car/hertz,14,11392.86,14112.5,-2719.64
azf auto inc,7,9950.0,12667.86,-2717.86
manheim caribbean,6,6366.67,9075.0,-2708.33
primeritus remarketing/bayport credit uni,9,5055.56,7758.33,-2702.78
premier asset management inc,1,6900.0,9600.0,-2700.0
tg autos,1,11100.0,13800.0,-2700.0
steve schmitt inc,1,12500.0,15200.0,-2700.0
auto world motors,1,23000.0,25700.0,-2700.0
mercedes-benz of melbourne,3,82766.67,85466.67,-2700.0
auto centers st charles llc,1,23500.0,26200.0,-2700.0
hamdan corp,1,950.0,3650.0,-2700.0
repo remarketing/sac fcu,1,6400.0,9100.0,-2700.0
cars/automotive credit corp,1,2400.0,5100.0,-2700.0
omaha police fcu,1,19300.0,22000.0,-2700.0
a 2 z car sales,1,15500.0,18200.0,-2700.0
csg love's auto galleria,1,10900.0,13600.0,-2700.0
cfc investment company,1,41100.0,43800.0,-2700.0
castlewood motors ltd,1,24000.0,26700.0,-2700.0
foley fleet services,1,9800.0,12500.0,-2700.0
bebe motors llc,1,850.0,3550.0,-2700.0
marty sussman honda,1,14200.0,16900.0,-2700.0
palisades dealer funding llc,11,9145.45,11840.91,-2695.45
titlemax / alexandria - va2,9,1488.89,4180.56,-2691.67
kon motors,3,12100.0,14791.67,-2691.67
family security credit union,2,6850.0,9537.5,-2687.5
mn auto finance company,3,5666.67,8350.0,-2683.33
ft trade financial dba ft acceptance corporation,5,5840.0,8520.0,-2680.0
zena holdings llc,1,2300.0,4975.0,-2675.0
rt motorsports,2,3400.0,6075.0,-2675.0
primeritus remarketing/dream auto group,2,4850.0,7525.0,-2675.0
new plainfield auto sales inc,2,3700.0,6362.5,-2662.5
auto pass sales & service inc,2,2800.0,5462.5,-2662.5
fiserv/visions fcu,2,5000.0,7662.5,-2662.5
u f o motorsports llc,2,36250.0,38900.0,-2650.0
northland area fcu,1,7000.0,9650.0,-2650.0
manheim north carolina,13,10134.62,12784.62,-2650.0
interstate motors,7,15214.29,17864.29,-2650.0
ab autos,1,7500.0,10150.0,-2650.0
byers volvo,1,9300.0,11950.0,-2650.0
i enterprise inc,2,4200.0,6850.0,-2650.0
kvm auto,1,7500.0,10150.0,-2650.0
rivard buick gmc,2,23050.0,25700.0,-2650.0
hyundai buybacks,130,15424.62,18069.04,-2644.42
millenium trade inc,5,6040.0,8680.0,-2640.0
allard rental corporation,19,8460.53,11085.53,-2625.0
jim falk lexus of beverly hills,2,45625.0,48250.0,-2625.0
san antonio roy baker motors inc,1,4000.0,6625.0,-2625.0
woodlands financial services,3,1766.67,4391.67,-2625.0
e j auto sales,2,17750.0,20375.0,-2625.0
menaul auto sales inc,3,13933.33,16550.0,-2616.67
automotive service finance,2,2100.0,4712.5,-2612.5
euro motorsports,11,20872.73,23477.27,-2604.55
second to none auto sales,1,34000.0,36600.0,-2600.0
infiniti auto group,1,8000.0,10600.0,-2600.0
walts auto specialty inc,2,1962.5,4562.5,-2600.0
911 sportscars,1,38000.0,40600.0,-2600.0
southeast enterprise,2,4450.0,7050.0,-2600.0
peake bmw,1,10200.0,12800.0,-2600.0
motor werks of barrington inc,5,38140.0,40740.0,-2600.0
fairfax honda volvo volkswagen,1,18200.0,20800.0,-2600.0
banco santander de pr,1,6100.0,8700.0,-2600.0
remarketing by ge/java enterprise,1,9000.0,11600.0,-2600.0
bmw of peabody,1,19000.0,21600.0,-2600.0
westside auto imports,1,28500.0,31100.0,-2600.0
tmm auto sales,1,25000.0,27600.0,-2600.0
industrial acceptance corporation,2,1750.0,4337.5,-2587.5
trona valley community fcu,3,14366.67,16950.0,-2583.33
weslaco ford  l.l.p.,6,16166.67,18750.0,-2583.33
r & r auto sport cars llc,1,4300.0,6875.0,-2575.0
keller auto sales,3,6416.67,8991.67,-2575.0
central federal automotive corp,1,6000.0,8575.0,-2575.0
car bazaar  inc.,1,2550.0,5125.0,-2575.0
a1a import export,4,18775.0,21350.0,-2575.0
apollo auto sales inc,1,4000.0,6575.0,-2575.0
long beach bmw & long beach mini,6,11600.0,14170.83,-2570.83
san antonio fcu,5,16520.0,19090.0,-2570.0
leif johnson ford,6,10566.67,13133.33,-2566.67
advantage funding commercial capital corp,6,13900.0,16466.67,-2566.67
university of utah credit union,2,6050.0,8612.5,-2562.5
santander,2,5525.0,8087.5,-2562.5
luxury auto group,11,7490.91,10050.0,-2559.09
american eagle bank,4,6125.0,8681.25,-2556.25
enterprise vehicle exchange/wayne,47,9398.94,11954.26,-2555.32
arrigo dodge chrysler jeep,6,5283.33,7837.5,-2554.17
audi warwick,3,23500.0,26050.0,-2550.0
remarketing by ge/northpoint motors,1,10200.0,12750.0,-2550.0
car finder llc,1,9300.0,11850.0,-2550.0
select auto group,2,3300.0,5850.0,-2550.0
regional finance corp/conway,1,225.0,2775.0,-2550.0
midway automotive corp,3,2550.0,5100.0,-2550.0
lee chevrolet buick,3,20666.67,23216.67,-2550.0
repossessors inc,1,8700.0,11250.0,-2550.0
countrywide transport,1,5700.0,8250.0,-2550.0
bwk of columbia,2,4100.0,6650.0,-2550.0
roka auto sales inc,1,900.0,3450.0,-2550.0
a & m auto sales llc,3,4566.67,7108.33,-2541.67
american honda motor company (buybacks),9,17666.67,20205.56,-2538.89
pacoima motors,9,37955.56,40486.11,-2530.56
44 auto mall sales  inc.,1,2000.0,4525.0,-2525.0
congers bp inc,1,1200.0,3725.0,-2525.0
coastal credit llc/orange park/orange park,5,5040.0,7555.0,-2515.0
west county performance,2,27850.0,30362.5,-2512.5
apex financial credit union,2,6400.0,8912.5,-2512.5
santos automotive llc,2,2575.0,5087.5,-2512.5
united imports inc,10,5425.0,7932.5,-2507.5
bassett auto sales,1,15500.0,18000.0,-2500.0
porsche of west houston,2,7300.0,9800.0,-2500.0
wagner cadillac,1,1800.0,4300.0,-2500.0
equishare credit union,1,8000.0,10500.0,-2500.0
united bank inc,1,69500.0,72000.0,-2500.0
flycatcher llc,2,95500.0,98000.0,-2500.0
government employees federal credit union,1,10000.0,12500.0,-2500.0
key west auto inc,1,9800.0,12300.0,-2500.0
prime auto group of nj,1,59500.0,62000.0,-2500.0
m & m motors,1,21000.0,23500.0,-2500.0
la fcu,2,2750.0,5250.0,-2500.0
maryland classic auto sales limited,5,2570.0,5065.0,-2495.0
lexon motors,3,13000.0,15491.67,-2491.67
pfs financial services/tampa,4,2750.0,5237.5,-2487.5
1st canadian auto sales & service,4,9812.5,12293.75,-2481.25
belle grove motors,4,387.5,2868.75,-2481.25
sun financial holdings llc,6,10033.33,12512.5,-2479.17
manheim nevada,6,14491.67,16970.83,-2479.17
madison ridge auto sales,1,5400.0,7875.0,-2475.0
fresno lexus,1,2800.0,5275.0,-2475.0
reliable auto finance,1,4300.0,6775.0,-2475.0
lendmark financial services/conyers,1,2100.0,4575.0,-2475.0
davis motor co,2,19000.0,21475.0,-2475.0
barnett motor sales llc,1,2000.0,4475.0,-2475.0
auto deals,1,2600.0,5075.0,-2475.0
pacific horizon credit union,2,3250.0,5700.0,-2450.0
shields auto wholesale,1,5000.0,7450.0,-2450.0
sellers-sexton inc,1,17500.0,19950.0,-2450.0
sunrise wholesale,1,1100.0,3550.0,-2450.0
zumbrota ford sales llc,1,13800.0,16250.0,-2450.0
lompoc honda,1,20250.0,22700.0,-2450.0
sharon credit union,1,6200.0,8650.0,-2450.0
dreamcarsource.com llc,1,6100.0,8550.0,-2450.0
peterson autoplex,3,30316.67,32766.67,-2450.0
auto prime,1,12500.0,14950.0,-2450.0
manheim atlanta/collections,1,9400.0,11850.0,-2450.0
rockville automart llc,1,13200.0,15650.0,-2450.0
navigli usa inc,1,7400.0,9850.0,-2450.0
car links auto group,7,1914.29,4357.14,-2442.86
gold coast fcu,7,4528.57,6964.29,-2435.71
brazusa auto store  inc,3,2266.67,4700.0,-2433.33
tefco payment center,3,2566.67,5000.0,-2433.33
car mart,1,1450.0,3875.0,-2425.0
anderson brothers bank,2,6050.0,8475.0,-2425.0
tompkins trust company,1,2400.0,4825.0,-2425.0
heartland area fcu,1,5600.0,8025.0,-2425.0
union auto plaza inc,2,9450.0,11875.0,-2425.0
kia motors america  inc -lemon law buybacks,28,15537.5,17960.71,-2423.21
toyota of mcdonough scion of mcdonough,5,12520.0,14940.0,-2420.0
rey/rey auto sales,4,2962.5,5381.25,-2418.75
kightlinger motors inc,2,11750.0,14162.5,-2412.5
vango auto group,3,5400.0,7808.33,-2408.33
remarketing by ge/rocky mountain motors,1,14000.0,16400.0,-2400.0
pierre chartrand,1,22500.0,24900.0,-2400.0
auto service & sales,1,24000.0,26400.0,-2400.0
ec cars,1,13800.0,16200.0,-2400.0
a & w sales,1,45500.0,47900.0,-2400.0
magnetic enterprises inc,1,2000.0,4400.0,-2400.0
j c auto deals,1,22300.0,24700.0,-2400.0
prestige pre owned llc,1,9400.0,11800.0,-2400.0
westchester car rentals inc,1,23500.0,25900.0,-2400.0
fifth austin funding llc,1,1050.0,3450.0,-2400.0
auto pro sales,1,26600.0,29000.0,-2400.0
tom givens,1,2600.0,5000.0,-2400.0
michigan community credit union,1,27500.0,29900.0,-2400.0
proctor automotive inc,1,18500.0,20900.0,-2400.0
supreme imports llc,1,25000.0,27400.0,-2400.0
allegiance credit union,1,10500.0,12900.0,-2400.0
remarketing by ge/manheim san antonio,29,9291.38,11670.69,-2379.31
union first market bank,3,6233.33,8608.33,-2375.0
tiverton motor sales  inc.,1,6900.0,9275.0,-2375.0
metallic auto inc,1,7100.0,9475.0,-2375.0
five county credit union,1,1700.0,4075.0,-2375.0
repo remarketing/qualstar credit union,9,4572.22,6944.44,-2372.22
electric service credit union,5,4150.0,6520.0,-2370.0
manheim seattle,9,13372.22,15738.89,-2366.67
bmw of silver spring,15,29340.0,31703.33,-2363.33
boucher volkswagen,2,2912.5,5275.0,-2362.5
onemain rem/tovi auto sales,4,3750.0,6106.25,-2356.25
paul motor company,48,20241.67,22596.88,-2355.21
fusion motorsports,1,16000.0,18350.0,-2350.0
indy cars express llc,2,1100.0,3450.0,-2350.0
carolina finance llc,2,11850.0,14200.0,-2350.0
finish line ford inc,1,22250.0,24600.0,-2350.0
snake river financial,5,4980.0,7330.0,-2350.0
toyota of dallas,1,9500.0,11850.0,-2350.0
jim click nissan,1,14000.0,16350.0,-2350.0
steet ponte ford inc,1,16900.0,19250.0,-2350.0
autos direct,1,3900.0,6250.0,-2350.0
coiteux hyundai,1,3400.0,5750.0,-2350.0
nutmeg auto wholesalers inc,2,13850.0,16200.0,-2350.0
auto group usa,1,16000.0,18350.0,-2350.0
safe fcu,8,7675.0,10021.88,-2346.88
founders fcu,3,12133.33,14475.0,-2341.67
fleet services remarketing inc.,14,15142.86,17482.14,-2339.29
millennium partnership inc,2,4350.0,6687.5,-2337.5
park mazda,2,10875.0,13212.5,-2337.5
z & s auto league inc,4,2125.0,4462.5,-2337.5
educational employees credit union,7,11257.14,13592.86,-2335.71
south state bank,5,900.0,3235.0,-2335.0
american financial,11,5109.09,7438.64,-2329.55
m.g. dyess inc,1,5500.0,7825.0,-2325.0
driveway leasing,14,17642.86,19967.86,-2325.0
lenco credit union,1,1500.0,3825.0,-2325.0
jacky jones ford inc,2,17000.0,19325.0,-2325.0
pcs pennsylvania inc,3,6333.33,8658.33,-2325.0
southern cascade finance,3,10366.67,12691.67,-2325.0
automotive rentals inc,1,5300.0,7625.0,-2325.0
lucky seven auto group inc,7,20757.14,23078.57,-2321.43
ziems ford corners inc,8,26600.0,28918.75,-2318.75
morehead auto sales inc,3,1025.0,3341.67,-2316.67
st. joseph's credit union,4,6075.0,8387.5,-2312.5
nationwide motors,2,1150.0,3462.5,-2312.5
budget las vegas/ars,4,14025.0,16337.5,-2312.5
gann auto group,2,30400.0,32700.0,-2300.0
habitat for humanity,1,6250.0,8550.0,-2300.0
benny's ventures inc,1,11000.0,13300.0,-2300.0
hollywood wholesale llc,1,4300.0,6600.0,-2300.0
southern remarketing solutions,3,13233.33,15533.33,-2300.0
t.k.u auto sales llc,1,8000.0,10300.0,-2300.0
barksdale fcu,1,10800.0,13100.0,-2300.0
flowers employees credit league,1,1900.0,4200.0,-2300.0
nuvison financial fcu,1,20300.0,22600.0,-2300.0
empire auto,1,19500.0,21800.0,-2300.0
bergstrom pioneer auto & truck leasing  inc,1,9300.0,11600.0,-2300.0
henry motors y/o oriental,1,15000.0,17300.0,-2300.0
automobiles n.c.,2,18950.0,21250.0,-2300.0
pneus vic inc,1,2400.0,4700.0,-2300.0
dodge city motors inc,2,20100.0,22400.0,-2300.0
accurate auto sales llc,1,12500.0,14800.0,-2300.0
toyota motor sales usa inc/buyback,51,21289.22,23588.24,-2299.02
manheim new jersey,107,11407.94,13702.1,-2294.16
onemain rem/advance automotive sales & financing,5,11200.0,13490.0,-2290.0
farmers national bank,2,3100.0,5387.5,-2287.5
acura columbus,2,3450.0,5737.5,-2287.5
dimaren auto mall llc,2,1050.0,3337.5,-2287.5
kinney motors ltd,3,5033.33,7316.67,-2283.33
haps auto sales inc,3,10483.33,12766.67,-2283.33
west coast motor sales & leasing corp,22,21129.09,23411.36,-2282.27
perfect performance auto sales inc,3,866.67,3141.67,-2275.0
ouachita valley federal credit union,1,6000.0,8275.0,-2275.0
coastal car sales,1,6400.0,8675.0,-2275.0
a and a auto mart inc,2,15975.0,18250.0,-2275.0
acadian credit plan inc,1,300.0,2575.0,-2275.0
luxury imports of nashville  llc,2,6150.0,8425.0,-2275.0
v & l auto sales,1,700.0,2975.0,-2275.0
pathways financial credit union,2,15700.0,17975.0,-2275.0
self-help cu dba choice community cu,1,3300.0,5575.0,-2275.0
oriental group,18,9383.33,11656.94,-2273.61
pearl harbor fcu,4,10325.0,12575.0,-2250.0
prudent autodeals inc,1,3600.0,5850.0,-2250.0
pickcars.biz llc,2,17550.0,19800.0,-2250.0
twelve oaks auto,2,28550.0,30800.0,-2250.0
gordie boucher nissan,2,412.5,2662.5,-2250.0
jefferson leasing,1,10800.0,13050.0,-2250.0
c & s automobile co. inc.,1,4500.0,6750.0,-2250.0
miller hill subaru,1,11300.0,13550.0,-2250.0
