seller,sale_year,units_sold,total_revenue,avg_profit
sheehy ford lincoln,2014,8,28800.0,165.63
sheehy ford lincoln,2015,1,24400.0,500.0
sheehy ford lincoln of gaithersburg,2014,21,112450.0,-295.24
sheehy ford lincoln of gaithersburg,2015,67,529225.0,-457.46
sheehy ford of springfield inc,2014,12,56800.0,-556.25
sheehy ford of springfield inc,2015,1,10400.0,775.0
sheehy ford of warrenton,2014,10,49350.0,155.0
sheehy ford of warrenton,2015,1,19800.0,-2000.0
sheehy honda,2014,3,7300.0,341.67
sheehy honda,2015,15,57250.0,-238.33
sheehy hyundai of waldorf,2014,11,40800.0,-211.36
sheehy hyundai of waldorf,2015,35,217900.0,-262.86
sheehy infiniti of annapolis,2014,3,18850.0,-408.33
sheehy infiniti of annapolis,2015,32,246150.0,346.88
sheehy nissan,2014,21,88350.0,-421.43
sheehy nissan,2015,36,198650.0,-359.03
sheehy nissan of manassas,2014,7,24450.0,-560.71
sheehy nissan of manassas,2015,2,26000.0,-975.0
sheehy nissan of springfield  inc.,2014,7,30850.0,-350.0
sheehy nissan of springfield  inc.,2015,2,22200.0,-850.0
sheehy nissan of waldorf,2014,12,48600.0,-785.42
sheehy nissan of waldorf,2015,47,304150.0,-290.43
sheehy subaru,2014,11,56900.0,-695.45
sheehy subaru,2015,3,39100.0,-516.67
sheehy volkswagen,2014,7,17600.0,-400.0
sheehy volkswagen,2015,1,9200.0,-400.0
shehata 98 auto sales inc,2015,1,9200.0,-950.0
sheik auto,2015,1,1400.0,50.0
shelby auto exchange inc,2015,1,2300.0,325.0
shell fcu,2015,1,10000.0,-300.0
shellaway auto sales llc,2015,1,1550.0,-575.0
shelly bmw,2015,1,34500.0,-1200.0
shemwell motor company,2015,1,18200.0,1650.0
shenandoah motors inc,2015,1,6100.0,650.0
sheppard motors ltd,2015,1,11000.0,2975.0
sheridan ford sales,2015,9,102400.0,391.67
sheridan nissan llc,2015,4,98850.0,-400.0
sherman dodge,2014,44,86350.0,-307.95
sherman dodge,2015,32,108350.0,-882.03
sherman oaks exclusive,2014,1,15000.0,-1650.0
sherman oaks exclusive,2015,1,39750.0,2450.0
sherold salmon motor co inc,2014,7,44100.0,946.43
sherold salmon motor co inc,2015,43,439500.0,837.21
sherwood ford,2015,3,28150.0,-983.33
sherwood ford lincoln of salisbury,2015,4,81600.0,-462.5
shields auto wholesale,2014,1,5000.0,-2450.0
shifferly dodge leasing inc,2015,2,30900.0,100.0
shirlie slack mitsubishi,2014,52,547950.0,809.62
shirlie slack mitsubishi,2015,395,4000675.0,932.28
shockley honda,2015,1,10300.0,-300.0
shogun auto center,2015,1,1200.0,-850.0
shore auto brokers,2014,1,3950.0,1475.0
shore rentals inc,2015,1,11700.0,850.0
shore toyota & shore scion,2015,11,209500.0,-386.36
shorecars llc,2014,1,950.0,-1275.0
shorecars llc,2015,1,3750.0,-4975.0
shores auto sales inc,2015,1,18000.0,-650.0
shortline automotive inc,2015,3,6050.0,-750.0
shottenkirk west burlington inc,2015,16,266200.0,154.69
shoulders motor co. inc.,2015,1,8600.0,-2900.0
show me auto mall inc,2015,2,34800.0,-1012.5
showcase auto sales,2015,1,3100.0,50.0
showcase automotives,2015,2,500.0,-200.0
showcase wholesale auto llc,2014,11,148250.0,-179.55
showcase wholesale auto llc,2015,3,53300.0,1141.67
showroom auto llc,2015,3,20300.0,-1566.67
showroom cars llc,2014,1,8200.0,1450.0
shults certified.com,2015,1,18500.0,750.0
shults ford inc,2014,6,20200.0,-970.83
shults ford inc,2015,1,9900.0,-1500.0
shults ford lincoln,2014,14,91500.0,-905.36
shults ford lincoln,2015,3,40100.0,-600.0
shults nissan subaru,2015,2,30400.0,-675.0
shults resale center,2015,2,38000.0,-1600.0
shults resale center of olean,2014,1,7000.0,-2000.0
shults toyota,2015,2,45100.0,700.0
sideline auto sales inc,2015,1,20800.0,-300.0
siemer auto center llc,2015,1,14150.0,-1200.0
sierra acura of alhambra,2015,1,21000.0,1350.0
sierra auto investment co,2014,2,21400.0,1125.0
sierra auto investment co,2015,49,286950.0,-27.04
sierra blanca motor company,2015,1,36500.0,2300.0
sierra classics & imports llc,2015,1,1500.0,-575.0
sierra credit corp,2015,4,17600.0,-762.5
sierra toyota,2014,4,78400.0,-262.5
sierra toyota,2015,7,116600.0,-678.57
sierra valley fleet & lease,2015,5,91950.0,3980.0
sign and drive auto group,2015,2,8700.0,-1850.0
signature auto enterprises inc,2014,109,654400.0,211.24
signature auto enterprises inc,2015,6,48450.0,-804.17
signature auto sales inc,2014,1,4600.0,1250.0
signature autos inc,2015,1,12300.0,250.0
signature kia of colorado springs,2014,1,29600.0,1700.0
signature leasing llc,2015,2,42000.0,-1625.0
signature rent a car,2015,3,46900.0,-3300.0
sikeston leasing company llc,2014,2,28000.0,1875.0
sikeston leasing company llc,2015,2,28800.0,2825.0
silent partners auto brokers llc,2015,1,19000.0,-500.0
sill terhar motors inc,2014,1,20500.0,-200.0
silva auto sales,2014,1,16000.0,-250.0
silva auto sales,2015,1,1600.0,-500.0
silver auto sales inc,2014,24,147800.0,-21.87
silver car,2015,66,1558100.0,60.61
silver creek ford,2015,2,19200.0,100.0
silver landing financial llc,2014,2,6700.0,925.0
silver line auto llc,2014,1,5000.0,1175.0
silver motors,2015,1,1000.0,-1000.0
silver ridge financial,2015,1,1800.0,400.0
silver sales automotive group,2015,1,40250.0,8150.0
silver star ag ltd,2015,1,45000.0,1400.0
silver star auto llc,2014,1,5600.0,-1675.0
silverline automotive inc,2015,1,8500.0,100.0
silverstone motorsports,2015,1,4500.0,-125.0
silverwood toyota,2015,1,5100.0,-625.0
simba auto sales inc,2014,1,900.0,-1300.0
simer used car sales,2014,2,1500.0,-762.5
simer used car sales,2015,1,2500.0,-925.0
simon auto & truck sales inc,2015,1,10500.0,-1300.0
simon auto sales,2015,1,3200.0,-725.0
simon chevrolet-buick  ltd.,2014,1,400.0,-450.0
simon funding inc,2015,29,264800.0,1062.93
simon luxury motorcars ltd,2015,2,95500.0,1300.0
simple auto sales llc,2015,1,1600.0,-4900.0
simply wheelz d/b/a/ advantage rent a car,2015,1,9900.0,-3600.0
simply wheelz dba advantage rent a car,2015,3,55300.0,-1583.33
simpson auto inc,2014,1,19000.0,2000.0
simpson auto inc,2015,2,33900.0,675.0
sims buick gmc nissan,2015,15,198450.0,-258.33
sims honda,2014,3,12800.0,758.33
sindibad auto sale llc,2015,1,200.0,-675.0
sindic motors llc,2014,1,6850.0,1125.0
sioux city ford lincoln mercury,2015,13,359600.0,165.38
sioux empire automotive inc,2015,1,14800.0,350.0
sioux falls ford inc,2014,2,5400.0,387.5
sioux falls ford inc,2015,13,179700.0,107.69
siouxland fcu,2015,3,25400.0,-666.67
siry auto group,2014,2,3500.0,-400.0
siry auto group,2015,3,9300.0,333.33
sis quality automobiles inc,2015,1,11800.0,1500.0
sisk auto mall,2015,15,229900.0,291.67
siu credit union,2015,1,1900.0,-1125.0
sixrentals corp,2014,6,23800.0,-1366.67
sixrentals corp,2015,11,79300.0,-763.64
sixrentals corp/damage liquidation,2014,4,35700.0,-3500.0
sixrentals corp/damage liquidation,2015,4,29700.0,-5050.0
sixt rent a car,2015,89,2474550.0,-1087.08
sixt rent a car llc,2014,3,101500.0,-1733.33
sixt rent a car llc,2015,250,6960950.0,-1142.6
sj auto fleet wholesale inc,2015,6,67600.0,295.83
skaf investment group inc,2015,5,24250.0,-440.0
skagit ford subaru,2014,1,3200.0,350.0
skillings auto sales inc,2015,1,7000.0,-75.0
skinners auto wholesale,2015,1,4800.0,200.0
skipco /source one,2015,1,7500.0,-2225.0
skipco fin adj/atlantic financial services,2015,1,2700.0,-1025.0
skipco financial adjusters,2015,2,33900.0,537.5
skokie suburban auto sales inc,2015,1,18800.0,0.0
sky auto & truck corp,2015,1,15000.0,200.0
sky motor cars,2015,3,125000.0,600.0
sky motors,2015,1,7300.0,-1925.0
sky motors llc,2015,1,2200.0,-325.0
sky touch imports inc,2015,5,44200.0,1735.0
skyhigh remarketing inc,2014,68,767750.0,810.66
skyhigh remarketing inc,2015,614,8935825.0,1018.08
skyline auto sales inc,2015,7,157550.0,-3192.86
skyline cars inc,2015,1,10000.0,-650.0
skyline motors of raleigh inc,2015,1,6100.0,-625.0
skyy motors used car dealership corporation,2014,1,1100.0,125.0
sl auto gallery inc,2015,6,45550.0,-545.83
sleepy hollow chevrolet buick gmc inc,2015,6,39200.0,700.0
sleepy hollow chrysler dodge jeep inc,2015,1,18800.0,-9500.0
sleepy hollow ford inc,2015,1,8200.0,-125.0
sloan tire and auto sales,2015,1,4600.0,-50.0
sloane honda,2015,2,9900.0,-1700.0
sloane toyota,2015,2,17200.0,-725.0
sloane toyota of malvern,2015,6,39300.0,-1825.0
sloane toyota of philadelphia,2015,7,54300.0,-1757.14
slone automotive enterprise inc,2015,1,22750.0,2450.0
slr auto llc,2014,1,500.0,-525.0
smail acura,2015,14,262450.0,-494.64
small town auto sales,2014,1,31250.0,2050.0
smart auto,2015,13,168650.0,901.92
smart brands auto group inc,2015,1,6000.0,175.0
smart chevrolet inc,2014,1,11000.0,1825.0
smart choice auto sales inc,2015,1,7000.0,625.0
smart drive llc,2014,1,11100.0,-1200.0
smart drive llc,2015,1,13900.0,-2150.0
smart finance,2014,6,9425.0,-491.67
smart finance,2015,33,46500.0,-260.61
smart honda,2015,1,28400.0,-1300.0
smart toyota of quad cities,2014,1,23100.0,-600.0
smart toyota of quad cities,2015,2,41500.0,-950.0
smith gray buick gmc inc,2015,4,31900.0,681.25
smith haven chrysler jeep dodge,2014,14,208550.0,-107.14
smith haven chrysler jeep dodge,2015,138,2859300.0,144.02
smith haven mazda,2014,3,32700.0,1883.33
smith haven mazda,2015,37,430150.0,252.7
smith haven mitsubishi,2014,1,7500.0,25.0
smith haven mitsubishi,2015,26,422250.0,167.31
smith volvo inc,2014,3,62750.0,800.0
smith volvo inc,2015,7,157700.0,946.43
smith's auto sales,2014,1,2100.0,-425.0
smithburg automotive inc,2015,1,6500.0,0.0
smithfield motor sales inc,2014,1,6600.0,-625.0
smithfield motor sales inc,2015,7,61500.0,1050.0
smiths auto sales,2015,4,35100.0,556.25
sml auto sales,2015,2,32700.0,-450.0
smoaks auto sales,2014,2,19000.0,1037.5
smoaks auto sales,2015,4,129200.0,4350.0
smog king,2015,1,300.0,-350.0
smothers european,2015,2,80000.0,1100.0
sms financial inc,2014,1,12500.0,-2200.0
sms financial inc,2015,3,21000.0,816.67
snake river financial,2014,1,2400.0,-1350.0
snake river financial,2015,4,22500.0,-2600.0
snell indoor auto center,2014,14,53850.0,-575.0
snell indoor auto center,2015,15,219500.0,386.67
snt trailers & rv sales,2015,1,2000.0,0.0
snyders auto sales & car care center,2014,2,12200.0,-537.5
snyders auto sales & car care center,2015,1,17900.0,850.0
so cal auto brokers,2015,1,9300.0,1925.0
so cal motors,2015,2,1850.0,-1050.0
socal motors,2015,2,23400.0,1800.0
sochi car sales,2014,1,650.0,425.0
soeby motor company,2015,1,33500.0,-1900.0
soelter auto sales inc,2015,1,17000.0,350.0
soho auto group inc,2015,2,15100.0,-687.5
soliman enterprises inc,2015,1,53250.0,8350.0
solution ford inc,2015,2,40000.0,-1000.0
solutions auto sales,2014,2,20600.0,-112.5
solutions auto sales inc,2014,1,19000.0,-6600.0
somerville national lease & rentals ltd,2015,11,141600.0,645.45
sondos trade company,2015,2,33500.0,-637.5
sonic crest honda llc,2015,14,64350.0,-1403.57
sonic momentum jvp lp,2015,2,32950.0,-1275.0
sonju fleet srvices,2014,1,8100.0,2600.0
sonju two harbors llc,2015,32,500550.0,602.34
sonnen porsche audi vlksw,2014,1,700.0,-750.0
sonnen porsche audi vlksw,2015,1,200.0,-625.0
sons acura,2015,4,63500.0,-131.25
sons honda,2015,2,26400.0,525.0
sonss auto,2015,1,16500.0,2750.0
sooper credit union,2015,1,5000.0,100.0
sorola auto sales inc,2015,1,1100.0,-1550.0
sos bank repo,2014,2,11500.0,-1650.0
sosas auto sales,2015,2,12000.0,1025.0
sossa pre owned,2014,9,112800.0,158.33
sossa pre owned,2015,107,1950200.0,220.79
sound ford inc,2014,1,350.0,-750.0
sound ford inc,2015,3,16650.0,-441.67
sound motors inc,2015,1,20000.0,-4600.0
source auto auction,2015,2,6950.0,1312.5
source motors inc,2015,4,60800.0,-1075.0
source one adj of ohio inc/community one cu inc,2015,4,36500.0,812.5
source one adj of ohio inc/skipco,2015,6,38300.0,-1175.0
source one adj of ohio inc/softite community fcu,2015,3,41500.0,-1233.33
source one adj of ohio inc/wright-patt cu,2015,1,26800.0,1700.0
source one financial corporation,2015,6,10800.0,-937.5
south 4 used cars llc,2014,1,1150.0,-675.0
south 61 auto sales llc,2014,1,8000.0,1100.0
south atlanta motorsports,2015,1,11100.0,650.0
south atlantic financial ent,2015,9,13300.0,-702.78
south bay bmw,2015,52,761400.0,29.33
south bay hyundai,2014,8,125200.0,553.13
south bay hyundai,2015,38,306250.0,613.82
south bay lexus,2015,17,161550.0,360.29
south bay mazda,2014,4,9550.0,187.5
south bay mazda,2015,37,267450.0,127.03
south bay remarketing services,2014,9,65200.0,-950.0
south bay remarketing services,2015,52,445600.0,-675.96
south beach motor cars inc,2015,1,21600.0,300.0
south cali auto,2015,1,7200.0,2125.0
south carolina fcu,2015,1,8400.0,-1475.0
south carolina federal credit union,2015,1,7300.0,-925.0
south carolina state credit union,2014,6,24500.0,-1000.0
south carolina state credit union,2015,33,212850.0,-769.7
south coast acura,2014,3,15300.0,116.67
south coast acura,2015,16,86850.0,756.25
south coast subaru,2014,2,2000.0,-150.0
south coast subaru,2015,28,128250.0,492.86
south coast toyota,2014,12,192500.0,402.08
south coast toyota,2015,40,529200.0,1059.38
south cobb auto sales inc,2015,1,12900.0,1800.0
south colorado springs nissan,2014,3,54900.0,550.0
south county auto center,2015,9,132900.0,475.0
south county fiat at mission viejo,2014,3,10200.0,1025.0
south county fiat at mission viejo,2015,9,31950.0,336.11
south county lexus at mission viejo,2014,21,167250.0,651.19
south county lexus at mission viejo,2015,72,458450.0,420.14
south credit acceptance llc,2014,1,9400.0,-4500.0
south credit acceptance llc,2015,2,29400.0,-3225.0
south credit motors inc,2015,1,18400.0,-650.0
south dade toyota,2015,20,87350.0,-878.75
south dayton auto & truck service llc,2015,1,10200.0,-650.0
south east auto group,2015,1,2300.0,-325.0
south florida education fcu,2015,5,32500.0,-2135.0
south fort chevrolet ltd,2015,1,21400.0,-100.0
south hills car store,2015,2,49600.0,-650.0
south jersey federal credit union,2015,3,13950.0,-1950.0
south lake minnetonka police dept,2014,1,1100.0,-675.0
south lake rv,2015,1,14300.0,-1200.0
south lake truck sales inc,2015,1,15200.0,4350.0
south metro fcu,2015,1,21500.0,-3500.0
south miami kia,2015,5,7500.0,-930.0
south motors group inc,2015,1,6650.0,1975.0
south regional financial llc,2015,1,28000.0,-15900.0
south shore auto sales,2014,1,18900.0,-250.0
south shore bmw,2015,10,118650.0,-382.5
south shore bmw mini,2014,1,29400.0,-3400.0
south state bank,2015,5,4500.0,-2335.0
south street auto sales,2014,1,37700.0,800.0
south street auto sales,2015,28,228250.0,-815.18
south tacoma mazda,2015,6,31800.0,1016.67
south texas auto auction,2015,1,12500.0,-5450.0
southeast auto group,2015,2,27900.0,-325.0
southeast brokerage inc,2015,2,47400.0,3925.0
southeast enterprise,2014,1,8200.0,950.0
southeast enterprise,2015,1,700.0,-6150.0
southeast financial credit union,2015,1,6000.0,3575.0
southeast financial llc,2015,1,19500.0,-7000.0
southeast fleet a/s inc,2014,3,17100.0,-3125.0
southeast fleet a/s inc,2015,3,12900.0,-658.33
southeastern auto brokers inc,2015,41,1078500.0,1737.2
southeastern car & truck rental,2015,121,1819700.0,14.05
southeastern fcu,2015,1,2000.0,-925.0
southeastern federal credit union,2014,1,7000.0,-2325.0
southeastern federal credit union,2015,1,8200.0,-50.0
southeastern honda,2014,3,79700.0,633.33
southeastern honda,2015,14,292900.0,1410.71
southern american lease corp,2015,3,42800.0,1133.33
southern auto exchange,2015,13,83950.0,-25.0
southern auto finance co/ft. lauderdale,2015,68,464401.0,-709.18
southern auto finance co/safco/ft lauderdale,2015,157,902100.0,-852.55
southern auto finance company/ft lauderdale,2015,4,35100.0,-68.75
southern auto finance corp/orlando,2015,1,15900.0,-1250.0
southern auto mart inc,2014,4,14500.0,-975.0
southern auto wholesale inc,2015,1,18300.0,1400.0
southern california autobahn inc,2015,1,18000.0,50.0
southern car connection,2015,1,6000.0,-1650.0
southern cascade finance,2015,3,31100.0,-2325.0
southern cascades finance corporation,2015,1,13100.0,350.0
southern financial services,2014,1,11200.0,-3250.0
southern financial services,2015,4,31200.0,-3850.0
southern imports llc,2015,2,34400.0,-675.0
southern iowa wholesale inc,2015,1,6600.0,1625.0
southern lenders llc,2015,1,3500.0,-1050.0
southern luxury cars,2015,2,17400.0,-8112.5
southern motors acura,2015,2,51300.0,-200.0
southern motors honda,2015,5,75900.0,265.0
southern nv capital & leasing llc,2015,1,10000.0,2325.0
southern remarketing solutions,2015,3,39700.0,-2300.0
southern remarketing solutions/regions bank,2014,9,71050.0,-972.22
southern remarketing solutions/regions bank,2015,32,267400.0,-1485.16
southern trust auto group llc,2015,6,170300.0,991.67
southern utah auto sales,2015,1,8000.0,400.0
southfield chrysler dodge jeep ram,2014,6,16700.0,-466.67
southfield chrysler dodge jeep ram,2015,2,5350.0,-2887.5
southgate capital llc,2015,24,392750.0,-594.79
southgate leasing corp,2014,6,56000.0,287.5
southgate leasing corp,2015,49,543950.0,-55.61
southlake motorcars,2015,4,178800.0,-3900.0
southland automotive group llc,2015,2,54200.0,100.0
southland credit union,2015,4,59350.0,-312.5
southside auto sales inc,2015,1,13400.0,1800.0
southside auto sales llc,2015,3,55000.0,16.67
southside bank,2015,42,509450.0,-525.0
southside mitsubishi,2015,3,22550.0,-533.33
southtown chrysler dodge jeep,2015,3,45100.0,-100.0
southtowne motors inc,2015,1,13200.0,-600.0
southwest auto brokers,2015,1,23800.0,-1100.0
southwest auto finance,2014,2,5100.0,-525.0
southwest auto finance,2015,20,58150.0,-1011.25
southwest auto inc,2014,1,8700.0,500.0
southwest auto inc,2015,5,68200.0,430.0
southwest auto sales,2015,1,11500.0,-850.0
southwest business corporation,2014,1,600.0,-6175.0
southwest business corporation,2015,16,134800.0,-1553.13
southwest car rental and sales,2015,2,19200.0,1500.0
southwest financial and leasing,2015,1,13500.0,-1100.0
southwest financial co inc,2014,1,3600.0,-725.0
southwest financial fcu,2014,1,2500.0,-575.0
southwest financial llc,2015,6,8700.0,-204.17
southwest florida motors llc,2015,1,450.0,-900.0
southwest ford,2015,1,11000.0,-950.0
southwest kia nw,2015,3,113150.0,-816.67
southwest metro drug task force,2014,1,2200.0,650.0
southwest national bank,2015,16,106000.0,-534.38
southwest nissan,2015,1,5700.0,-1400.0
southwest remarketing,2015,1,10000.0,1750.0
southwest title loans,2014,14,19200.0,-505.36
southwest title loans,2015,19,76125.0,-1067.11
southwest volkswagen of weatherford,2015,1,500.0,-100.0
spallco enterprises inc,2015,1,33200.0,-500.0
spallco enterprises inc/gdp,2015,8,167400.0,-675.0
spallco enterprises inc/non pgm,2015,6,176700.0,900.0
spallco rentals,2015,1,9900.0,100.0
spangler automotive,2014,14,108050.0,530.36
spangler automotive,2015,32,491100.0,226.56
spanos imports,2014,1,1000.0,-1600.0
spanos imports,2015,2,29400.0,-1062.5
sparks motors llc,2015,3,24200.0,241.67
sparks toyota,2015,2,46600.0,-487.5
spartan auto brokers llc,2015,3,39900.0,1800.0
spartan autoworx llc,2015,1,24000.0,-2100.0
spartan controls,2015,1,16500.0,-4000.0
spartan trucks,2015,1,7500.0,575.0
spc credit union,2014,1,8000.0,-1000.0
spc credit union,2015,5,61000.0,360.0
special interest cars,2014,1,6200.0,-125.0
specialize auto brokers,2014,1,5100.0,-1775.0
specialized motorsports,2014,1,14700.0,3500.0
specialized sales and leasing,2014,2,70750.0,-3225.0
specialized sales and leasing,2015,8,360100.0,368.75
specialties automotive group llc,2015,1,41250.0,-450.0
specialty auto sales,2014,1,1000.0,-675.0
specialty bank liquidators,2014,3,33100.0,-475.0
specialty car co inc,2015,1,5700.0,1400.0
spectacular cars inc,2015,2,18100.0,-737.5
spectrum auto group  llc,2014,1,1000.0,-75.0
spectrum auto group  llc,2015,1,1300.0,-6750.0
spectrum auto sales inc,2015,1,33100.0,-500.0
spectrum wholesale,2014,1,3700.0,550.0
speed auto sales llc,2015,1,22500.0,100.0
speed club inc,2015,1,18500.0,-3100.0
speedway motors inc,2014,1,4500.0,275.0
speedway motors inc,2015,4,3525.0,-368.75
speedway motors llc,2015,1,20500.0,-200.0
speedway sales llc,2015,2,17600.0,375.0
speedy auto sales inc,2015,1,12100.0,-350.0
speedy automotive inc,2014,1,4700.0,-1275.0
speedy automotive inc.,2015,1,550.0,-825.0
speedy motors & collision llc,2015,1,15800.0,150.0
spence motors ltd,2015,1,3000.0,-125.0
sph & l auto export,2015,1,19250.0,200.0
spiegel automotive,2014,1,12800.0,-1700.0
spinneweber auto sales,2014,1,18000.0,650.0
spire cu,2014,3,29800.0,-191.67
spire cu,2015,3,46900.0,191.67
spitzer acura,2014,1,16700.0,-750.0
spitzer acura,2015,2,17200.0,287.5
spitzer autoworld homestead inc,2014,3,31400.0,-350.0
spitzer autoworld homestead inc,2015,18,44400.0,-462.5
spitzer toyota scion,2015,73,288200.0,-422.6
splish splash auto sales inc,2015,1,1500.0,-1400.0
spooner sales inc,2015,5,131800.0,-2060.0
sportchassis of texas,2015,1,12000.0,-1750.0
sports & imports inc,2015,1,24000.0,600.0
sports and imports inc,2014,7,38500.0,246.43
sports and imports inc,2015,2,19900.0,-687.5
sports and imports llc,2015,1,1150.0,-1475.0
sports car leasing,2014,17,433174.0,192.59
sports car leasing,2015,182,4708950.0,596.84
sports trend auto sales,2014,2,63500.0,1150.0
sports trend auto sales,2015,16,594450.0,-306.25
spotless auto llc,2015,1,10500.0,-1350.0
spradley barr ford  inc.,2015,8,159100.0,825.0
spradley barr motors inc,2014,1,12800.0,-500.0
spreen honda,2014,1,20000.0,1000.0
spreen honda,2015,47,714200.0,-39.36
spring lake park auto inc,2014,1,4600.0,-625.0
spring motor sport,2015,1,3800.0,-175.0
spring valley ford inc,2014,1,4900.0,-1775.0
spring valley ford inc,2015,2,14900.0,-1587.5
springfield chrysler auto mart,2015,9,98500.0,-233.33
springfield ford inc,2014,1,8300.0,525.0
springfield ford inc,2015,5,34950.0,155.0
springfield toyota,2015,1,40000.0,-5300.0
springleaf financial services/evansville,2014,14,55600.0,-675.0
springleaf financial services/evansville,2015,63,175300.0,-826.98
springs rent a car,2015,2,39200.0,462.5
sprint auto sales llc,2015,1,2000.0,-1475.0
square deal auto sales & service llc,2015,1,7500.0,675.0
sr5 auto brokers,2015,2,18900.0,187.5
srp federal credit union,2015,1,2000.0,-750.0
srq auto llc,2014,1,12700.0,1450.0
srt wholesale auto llc,2015,3,45650.0,350.0
ss motors llc,2014,1,1500.0,125.0
ss motors llc,2015,4,127200.0,-800.0
ssl automotive inc,2015,2,26250.0,900.0
sst financial,2014,1,1000.0,175.0
sst financial,2015,107,538000.0,-1018.93
st atanas inc,2014,3,32900.0,916.67
st atanas inc,2015,36,583850.0,1159.72
st charles chrysler dodge jeep inc,2015,7,162700.0,185.71
st charles motor cars llc,2014,2,19600.0,-62.5
st claire cadillac/ st claire oldsmobile,2014,7,43300.0,-721.43
st claire cadillac/ st claire oldsmobile,2015,6,56400.0,-91.67
st cloud auto sales com llc,2015,1,2300.0,50.0
st cloud hyundai llc,2015,5,60200.0,645.0
st cloud toyota,2015,2,15300.0,-662.5
st john properties inc,2015,1,20000.0,3500.0
st louis community credit union,2015,1,4500.0,-25.0
st marys bank,2015,1,4200.0,-1050.0
st marys credit union,2015,1,3200.0,-5350.0
st mina auto sales,2014,1,4500.0,-400.0
st mina auto sales,2015,1,2550.0,-825.0
st. george auto gallery,2015,1,1100.0,-175.0
st. joseph's credit union,2015,4,24300.0,-2312.5
st1 motorsports llc,2014,1,3700.0,775.0
stadium auto california,2015,1,1500.0,375.0
stadium nissan,2014,8,40700.0,-221.88
stadium nissan,2015,34,191600.0,-50.74
stadium toyota inc,2014,4,60700.0,-787.5
stadium toyota inc,2015,18,380900.0,25.0
stafford county fleet services,2015,3,4450.0,325.0
stag auto sales inc,2015,3,10600.0,-175.0
stamford european motors inc,2015,1,13800.0,-1100.0
stan bennett sales inc,2015,1,38000.0,900.0
stan mcnabb ford llc,2015,1,47000.0,2000.0
standley  p.m. corporation(2),2015,6,145600.0,258.33
stanford car co,2014,8,159000.0,1771.88
stanford car co,2015,29,817250.0,2445.69
stanley chevrolet buick gmc gatesville,2015,5,140800.0,-150.0
stanley chevrolet pontiac kaufman,2014,1,23700.0,1000.0
stanley chevrolet pontiac kaufman,2015,7,170350.0,-21.43
stanley chrysler - dodge - jeep - gatesville,2015,13,304000.0,173.08
stanley chrysler dodge jeep brownwood,2015,15,333000.0,-1466.67
stanley direct auto,2015,3,30400.0,875.0
stanley ford andrews,2014,1,36250.0,-350.0
stanley ford andrews,2015,11,344050.0,447.73
stanley ford lincoln mercury brownfield,2014,1,28250.0,250.0
stanley ford lincoln mercury brownfield,2015,5,156850.0,860.0
stanley ford mercury - eastland,2015,6,131200.0,-75.0
stanley ford sweetwater,2014,1,23300.0,300.0
stanley ford sweetwater,2015,8,161100.0,-9.38
stanley ford-mcgregor,2015,7,123700.0,1296.43
stanley ford-pilot point,2015,11,262400.0,-1000.0
stans auto sales,2014,1,11000.0,650.0
staples auto sales inc,2015,1,9200.0,50.0
stapleton motorcars inc,2014,1,31000.0,-5800.0
stapleton motorcars inc,2015,4,35200.0,-675.0
star buick gmc cadillac,2015,10,137050.0,-687.5
star car sports llc,2014,1,9000.0,-1500.0
star car sports llc,2015,1,6800.0,325.0
star ford lincoln,2014,5,42350.0,-680.0
star ford lincoln,2015,5,54750.0,1555.0
star nissan inc,2014,1,12500.0,-5100.0
star pre owned of bethlehem llc,2015,1,800.0,-275.0
starco financial llc,2015,3,64100.0,4950.0
starcor credit union,2015,1,10550.0,-850.0
starfleet cars of cincinnati,2015,1,15100.0,1200.0
starling chevrolet,2015,41,281850.0,32.93
starling chevrolet buick gmc,2015,15,43650.0,-276.67
starling chevrolet cadillac llc,2015,9,53700.0,213.89
stars auto sales,2015,2,3500.0,-1275.0
startech,2015,1,1200.0,-5525.0
starter finance llc,2015,1,4900.0,-1600.0
state cap auto finance,2015,1,5700.0,150.0
state college ford lincoln mercury inc,2015,1,20100.0,-1000.0
state department fcu,2015,3,25400.0,-7191.67
state employees credit union,2015,1,9800.0,550.0
state farm federal credit union,2015,1,27000.0,1300.0
state park motors inc,2015,1,23100.0,1400.0
state street cars & trucks,2014,1,6500.0,475.0
state superior fin,2015,14,117600.0,-57.14
stateline chrysler jeep dodge inc,2015,5,101200.0,-310.0
staten island complete auto repair,2015,1,4600.0,-2200.0
statesville wholesale,2014,2,2950.0,300.0
statesville wholesale,2015,1,1300.0,175.0
statewide leasing corp,2015,1,89200.0,3200.0
statewide wholesale ltd,2014,14,69000.0,-341.07
statewide wholesale ltd,2015,12,177800.0,864.58
stealth auto llc,2015,1,21300.0,-1300.0
steel city auto sales,2015,1,4000.0,-550.0
steele boys automotive llc,2015,3,17800.0,2791.67
steet ponte ford inc,2015,1,16900.0,-2350.0
steet ponte volkswagen,2014,1,6300.0,-525.0
steet toyota of johnstown gloversville,2014,1,5600.0,375.0
steet toyota scion,2014,1,17000.0,-1750.0
steet toyota scion,2015,1,6600.0,-525.0
stephen wade auto center,2014,9,25700.0,-275.0
stephen wade auto center,2015,9,103850.0,-136.11
stephen wade toyota,2014,1,2550.0,-550.0
